================================================================================
N-BODY SIMULATION RESULTS
Simulation Type: CUDA
Date: 2025-12-27 01:50:04
================================================================================

PERFORMANCE METRICS
--------------------------------------------------------------------------------
Number of bodies: 1000
Number of steps: 100
Total execution time: 0.3490 seconds
Average time per step: 0.0034 seconds
Min time per step: 0.0020 seconds
Max time per step: 0.0050 seconds
Throughput: 286532.95 body-steps/second

================================================================================

BODY INFORMATION
--------------------------------------------------------------------------------
Index    X            Y            Z            VX           VY           VZ           Mass      
328      0.1435       -2.6207      4.5830       -0.1420      1.0186       -1.7913      0.3311    
329      0.0614       -6.6266      -6.3417      0.3002       3.0735       1.7655       0.4181    
330      1.6797       -4.6443      4.6404       2.7225       7.7316       2.1230       0.2690    
331      5.0982       -2.5047      -6.2363      -0.7681      1.2373       2.7799       0.6615    
332      -1.1870      -7.0845      -11.9529     -7.4663      2.7421       -3.0047      0.9915    
333      6.6302       -0.3525      6.6002       -1.2395      0.2962       -2.2651      0.7402    
334      6.0757       7.1551       7.7171       -1.2935      -1.6856      -2.1954      0.2456    
335      -2.3796      6.9152       -0.9562      11.4227      13.0151      -3.2275      0.1937    
336      -10.3671     -8.7689      1.4041       -4.3133      -3.1815      0.5215       0.5873    
337      -1.8989      -7.4537      -1.0454      -0.0717      3.4807       0.2892       0.5790    
338      -6.0581      4.2182       3.5198       2.0619       -1.8757      -0.7955      0.6488    
339      -6.4770      -2.9056      0.2623       2.2426       0.4346       0.1295       0.5778    
340      5.1589       0.5440       -5.6519      -1.1707      -1.3458      1.9743       0.5703    
341      2.3364       -1.3725      -0.2229      -1.7343      0.0823       0.1775       0.6729    
342      7.3575       -8.5113      7.9437       -1.5651      1.9448       -1.7224      0.5313    
343      3.9437       4.3928       -6.9090      -0.9593      -1.2933      2.3538       0.2784    
344      2.9380       -6.7999      -8.4533      -0.9465      0.3451       2.3284       0.8083    
345      -4.1522      -0.8766      -0.8521      -0.6510      3.0184       1.4323       0.1802    
346      5.1401       -0.7570      -1.0980      -2.1733      0.2053       -0.7259      0.4254    
347      -5.7413      -3.9390      0.9178       1.7554       1.2000       -0.7057      0.2908    
348      6.8683       -1.3310      3.4563       -2.7431      -0.1797      -0.0074      0.5626    
349      -4.9462      5.7626       -4.4503      1.5678       -1.4512      1.9652       0.2930    
350      2.4451       -8.3107      -8.7598      -0.0490      2.4811       2.0586       0.8636    
351      -6.9700      -3.2378      -3.2461      3.0277       0.9257       0.5750       0.9129    
352      5.9255       3.8417       3.4910       -2.3945      -1.6308      -1.1728      0.1409    
353      -2.8697      -6.6222      3.2667       0.5494       2.1491       -1.3896      0.1808    
354      0.9789       -14.0753     -0.0986      -1.1352      -8.4395      -5.1078      0.4363    
355      -0.0894      6.9590       -5.4679      -2.1820      -0.4208      -0.5391      0.6788    
356      3.5260       -5.8467      -3.7448      -0.9964      2.6142       1.3276       0.1627    
357      0.8782       -0.0141      7.3980       -0.5448      0.6180       -2.8907      0.9866    
358      7.6581       -4.7855      -0.2512      -2.8270      1.5887       0.0129       0.4469    
359      -6.9353      0.7106       -2.8681      1.1864       0.6291       2.9720       0.7984    
360      -0.5866      5.5558       1.5068       -0.0336      -2.2304      -0.8277      0.3189    
361      -5.9200      4.8270       -1.5186      1.7651       -1.7749      -0.3829      0.7474    
362      6.1003       8.0707       2.9004       -0.5919      -2.0482      -0.1972      0.2731    
363      -4.0628      -0.8949      -0.8086      0.6133       -0.8581      0.4089       0.9018    
364      -6.3144      -5.7035      -6.0683      1.5376       1.7789       1.2192       0.8620    
365      -2.6292      -4.1482      4.9596       4.2649       -2.4936      -0.6434      0.4617    
366      4.4865       -1.8764      7.1652       -1.2823      0.0857       -3.0320      0.3945    
367      -5.1976      4.1392       -2.9253      1.4794       -1.1697      1.5131       0.2344    
368      0.4853       -0.7554      1.4094       0.1626       0.3424       -1.1037      0.6105    
369      4.1334       7.0166       -3.8331      -0.8649      -1.6613      1.8149       0.5744    
370      -1.2125      4.3841       5.3952       1.6829       -1.8942      -5.6271      0.7947    
371      -10.6183     -0.8587      -9.0633      -2.6572      -2.9203      -1.4307      0.9003    
372      -4.1817      -7.5545      7.4297       0.8941       2.0405       -2.3504      0.1022    
373      -2.4956      -2.6710      6.6554       2.3838       -2.2399      1.4870       0.9019    
374      1.9590       -3.3466      1.3237       0.1554       -1.5421      2.4429       0.8986    
375      -7.8504      -4.5689      2.7870       4.1812       0.6597       -2.1611      0.2997    
376      -7.7574      2.7473       -6.5083      3.4790       -0.8865      2.6868       0.9796    
377      6.5078       -7.0037      -2.6308      -0.8285      2.5909       1.2416       0.3691    
378      -1.0581      2.4838       -4.2072      18.9510      -5.1812      6.3165       0.4536    
379      -7.7592      4.4786       -7.7763      1.7684       -1.1147      2.4661       0.8584    
380      6.5456       -7.2544      5.2693       -0.8452      2.4176       -0.6400      0.3435    
381      -1.7294      2.8124       -6.0628      0.4097       -0.5551      2.9194       0.5806    
382      2.6456       -7.3592      1.4199       -1.6150      2.6108       -0.0962      0.3131    
383      -1.4318      -4.0495      -4.3635      0.3698       -0.3171      2.2941       0.7957    
384      7.4060       8.6688       3.8695       -1.1978      -1.4756      -2.5134      0.8582    
385      -6.0076      7.8209       -7.6821      0.3712       -1.5360      0.9003       0.5972    
386      -5.2323      5.2176       0.8371       2.2877       -2.1778      -0.8199      0.7347    
387      -6.1299      -6.1508      -4.3196      2.3551       1.9061       0.7405       0.3276    
388      0.2483       -1.9493      3.3214       -0.0124      0.8478       -1.6108      0.2426    
389      4.8836       2.8495       8.1075       -1.7497      0.0655       -3.4105      0.4397    
390      7.5456       -3.1747      -3.1507      -4.1469      -0.4316      0.8296       0.6481    
391      -5.2363      7.2516       -1.4455      2.0734       -2.9581      -0.1640      0.5523    
392      6.8691       -0.6092      -5.8076      -5.4965      -1.9000      3.6585       0.7323    
393      -7.1142      4.4895       3.9496       3.4028       -1.7707      -0.8433      0.6925    
394      4.7251       6.7874       3.2021       -10.0863     -5.3883      -15.9036     0.9065    
395      6.4001       8.6324       3.9473       -0.4113      -2.6529      -1.2958      0.6146    
396      0.3075       7.4328       -8.2757      -0.2167      -2.0141      2.8638       0.3456    
397      1.9879       7.2510       -0.2711      -1.4825      -2.5263      -0.4860      0.4289    
398      -3.5059      -0.8198      -0.4484      -0.3158      -1.4984      -0.3368      0.5775    
399      -1.4134      -7.5919      -3.3105      0.3949       3.3789       1.1546       0.9963    
400      5.9190       -0.8080      5.9170       0.0268       -1.1374      -1.9306      0.2399    
401      3.7718       4.0063       -4.1900      -1.1874      -0.8940      1.5869       0.6282    
402      0.2671       6.4145       5.8241       3.4356       2.6319       -1.8541      0.9846    
403      -3.5438      -3.6963      -2.2797      1.0263       2.3082       1.3178       0.5301    
404      -5.6725      7.7500       3.3227       1.8039       -2.6897      -0.9007      0.7913    
405      1.2863       -4.1120      -2.4000      -0.9022      1.2780       0.5642       0.9093    
406      7.7787       -8.6669      -1.2263      -2.2499      2.3878       2.0709       0.2588    
407      -2.6634      2.8535       3.0296       1.4707       0.0046       -0.5925      0.3821    
408      -1.6556      6.4574       -3.5826      -4.9953      3.8075       -8.9824      0.8816    
409      -2.9565      5.1541       -4.9759      1.5629       -1.8488      1.9227       0.3504    
410      -0.1080      1.9955       -0.7871      0.1520       -0.5715      0.3782       0.3080    
411      -3.2425      -6.6731      8.5041       6.8387       -4.8825      3.9302       0.8018    
412      8.2241       -6.5417      -5.9989      -2.3089      -0.4785      5.4281       0.9288    
413      -7.3697      4.8936       -2.9260      3.7810       -0.5620      1.0507       0.1179    
414      1.0670       -1.1100      -4.8721      -1.2325      -1.1659      2.6661       0.8659    
415      7.3501       -5.9711      -4.0605      -1.7601      1.5921       1.2123       0.2852    
416      0.6624       2.1742       -7.8601      -0.2830      -0.7840      3.3462       0.7433    
417      0.6869       -7.2508      6.8820       0.2712       1.7308       -2.7641      0.6754    
418      4.9293       -5.1764      5.5133       0.5974       1.8286       -1.1192      0.7277    
419      -1.4062      -7.7583      6.3460       0.2481       -2.1464      12.5693      0.9483    
420      -7.0054      -1.8935      6.7874       2.2384       2.2690       3.6976       0.8463    
421      -7.4552      -5.6086      -2.6359      2.0640       2.4756       1.4130       0.2959    
422      -1.4959      5.1160       -2.6414      -0.5614      -2.3299      -0.1000      0.6335    
423      -7.5849      6.1703       -2.5589      3.4471       -2.4384      0.6065       0.9579    
424      -2.2240      -2.1659      5.9539       -0.8739      0.8533       -2.0017      0.1323    
425      4.4210       -5.3090      -0.8505      -1.4573      2.8164       1.5958       0.2481    
426      1.2598       -0.2866      5.9501       -0.4564      0.8546       -3.3890      0.9077    
427      -2.0534      6.3678       -6.9852      0.7480       -1.9668      3.0195       0.3165    
428      6.2730       7.9447       -2.9485      -2.1211      -2.7602      0.5876       0.3131    
429      7.5516       -3.0577      -3.7368      -1.8759      2.4403       1.3263       0.8788    
430      0.7437       -7.4763      2.7551       0.5281       3.1403       -2.3137      0.9148    
431      -2.6529      -0.1590      -7.7928      0.6058       1.1250       2.8259       0.8481    
432      1.5669       -0.2958      0.6409       12.7496      1.2906       3.8075       0.1248    
433      6.6499       -0.8243      -5.8069      -4.5066      -1.8487      6.1178       0.2637    
434      -0.0652      -4.3288      -5.5250      -0.1365      1.4546       1.9354       0.6393    
435      -2.8321      -6.5184      5.0024       0.7434       2.2534       -1.7552      0.5815    
436      1.3585       5.6857       -3.4385      -0.0329      -2.0986      2.7122       0.5340    
437      -5.4620      0.5790       -2.0014      1.5194       -1.6244      0.7260       0.3485    
438      5.4249       7.7437       -1.3878      -2.1630      -3.1804      -0.3154      0.6515    
439      2.2505       5.1408       -5.2149      -1.7228      -3.9686      6.3655       0.2794    
440      3.6182       0.2593       5.3778       -10.6707     -0.9143      -4.4552      0.3269    
441      -7.9177      -4.7390      6.4609       2.3835       2.0755       -3.4354      0.7515    
442      1.8598       6.5580       5.2003       -0.6954      -2.6416      -1.5547      0.7664    
443      -2.8562      -4.2555      2.1245       1.4476       -4.9994      2.8294       0.7079    
444      -8.9453      -8.7012      -2.4427      2.0335       2.0821       0.4544       0.6158    
445      4.9499       4.3826       -6.7356      4.9276       2.3750       0.9183       0.4498    
446      7.0767       -4.8258      4.7761       -4.1313      0.9862       -1.2968      0.8561    
447      6.7693       3.7333       3.6235       -2.7416      -1.4059      -0.8430      0.2952    
448      -0.6782      -2.7934      -2.0968      0.1055       0.9313       0.9461       0.3473    
449      -3.8816      2.2035       6.2313       1.3237       -0.6437      -2.4758      0.1217    
450      7.2463       6.5028       2.1901       -3.8145      -0.5966      3.9714       0.5249    
451      5.1453       0.7901       4.7311       -2.1350      -0.3361      -1.6002      0.5753    
452      3.9251       7.1235       5.2800       -1.0260      -4.2534      -1.9076      0.4468    
453      -4.1652      -4.0852      -8.1230      0.5977       0.9151       2.8737       0.1668    
454      -2.2173      -6.0563      1.7048       0.9363       2.0637       -0.6862      0.2067    
455      -7.4904      6.7173       -4.8108      2.3821       -1.9938      1.7511       0.2642    
456      0.1663       -0.4523      0.6042       -0.2155      -0.2947      -0.7682      0.4831    
457      -2.0612      -4.1548      -1.2293      -0.5351      4.6485       -11.5139     0.6742    
458      -1.5997      3.0274       -3.4732      4.3036       -0.5267      8.6498       0.3935    
459      -3.3838      3.4574       -4.4516      0.3856       -1.8628      -0.6776      0.6649    
460      3.4793       -1.6815      1.2796       -2.2834      1.3111       -4.3201      0.9885    
461      -7.0734      -4.4632      2.3929       1.3583       2.1241       -1.1029      0.1640    
462      1.4570       -7.2126      -3.5603      -0.7496      2.8695       0.9199       0.6547    
463      -4.1194      -8.3522      -2.9475      1.0082       3.1974       0.8562       0.5487    
464      -6.6953      1.3068       6.2206       -0.8353      -1.0656      -3.9146      0.7176    
465      2.7914       -2.4703      2.7138       -1.0840      1.0328       -0.7107      0.2700    
466      5.2532       5.7227       -0.9025      -1.8044      -1.9393      -1.0368      0.5573    
467      -2.6833      2.6082       3.8904       1.0735       -0.1117      -1.8431      0.5092    
468      7.2707       4.3755       -3.9687      -3.5209      -1.4283      1.1759       0.1801    
469      -3.3427      -5.1655      -0.6156      11.2654      0.5657       -7.8313      0.5889    
470      -0.4604      -0.9841      1.6065       0.5327       0.5189       -1.4627      0.5445    
471      4.4559       7.7200       -4.1143      -2.3622      -3.1093      1.2347       0.3357    
472      -5.0529      5.2379       8.2925       1.6310       0.1996       -2.5253      0.7312    
473      -5.5624      -6.9955      -4.6584      0.7207       2.6990       0.7101       0.7653    
474      7.4187       8.7882       4.4051       -2.1021      -2.7232      1.5304       0.3844    
475      -1.9723      -8.3148      8.3257       0.3233       2.3093       -2.2055      0.4041    
476      -3.5741      -0.7733      7.0622       2.0298       0.2737       -3.7889      0.6550    
477      0.1764       -4.3431      -2.8305      -0.5601      1.3306       0.9314       0.3368    
478      2.7078       -1.4552      3.9394       -0.2673      1.0071       -1.8012      0.4461    
479      1.5654       -6.9510      6.8447       -0.6679      1.6083       -2.2717      0.5302    
480      -1.9574      0.8401       8.1600       -0.5654      -3.5712      -0.5842      0.9241    
481      8.4399       0.9288       2.0970       -3.0964      -0.3548      -0.2804      0.8080    
482      -2.2100      7.2956       2.0676       0.0955       -3.0477      -1.0655      0.7142    
483      -6.5862      1.3398       6.1161       4.7756       0.0624       -2.3798      0.9838    
484      -7.1430      0.2816       3.1972       -1.5318      3.4102       -2.6945      0.4704    
485      -3.1106      2.6115       -0.7581      -0.3058      -3.2711      -0.9087      0.4790    
486      -6.4693      -5.6043      -0.6464      1.6237       2.9416       0.2811       0.9998    
487      1.4301       4.5775       -1.9995      -0.9682      -2.3604      2.7671       0.9107    
488      6.1989       3.8884       -3.6284      -3.2063      -1.7843      0.6301       0.8519    
489      7.9480       5.5197       -2.5660      -2.3355      -2.3278      1.7271       0.8967    
490      0.0938       -4.3665      5.3118       -0.0670      1.1930       -2.2661      0.8585    
491      -3.1765      -7.7721      2.3313       0.7173       4.4300       -0.0990      0.6574    
492      -5.9359      2.5757       -2.6098      0.3281       -0.9678      1.0707       0.1487    
493      -3.0738      7.7681       0.2111       -0.1259      -4.3075      0.1574       0.1530    
494      -6.8779      3.6696       -1.0110      5.9679       -5.6585      0.0419       0.8737    
495      -3.1564      7.2702       -6.4201      0.7952       -2.2174      2.2884       0.5481    
496      3.1936       4.2726       6.7517       -1.1842      -2.4482      -2.8907      0.4738    
497      4.5730       -4.4803      -3.1443      -1.5896      1.7195       0.7608       0.9019    
498      -5.2084      -0.0767      -2.2648      0.6922       0.4486       1.8774       0.2156    
499      2.0976       -16.6840     -5.4337      -5.8757      -12.7969     2.8489       0.8087    
500      -0.0010      -5.0816      -6.8699      1.3189       2.5989       2.8879       0.8323    
501      -4.6763      6.0324       -2.1853      1.1457       -1.7514      0.0967       0.2149    
502      -3.0154      4.5983       3.5708       1.0303       -1.5812      -1.0833      0.2339    
503      -0.3083      -0.4655      -1.6540      -2.3152      -1.5180      -2.5779      0.5862    
504      10.6510      1.4680       -3.5109      8.6563       1.8034       3.2308       0.6133    
505      -3.3447      8.8605       6.8631       -1.0879      -1.5360      -3.2505      0.8504    
506      0.8858       7.7123       -0.0145      -2.6224      -5.3267      0.0717       0.8960    
507      -5.1811      5.3198       -2.9060      -0.3394      -7.8063      0.1471       0.7587    
508      3.5990       1.5122       -7.7548      -0.3713      -0.6302      2.9448       0.7500    
509      2.6910       -6.6144      -8.5353      -1.5879      1.8929       2.2876       0.2550    
510      5.7610       -3.9039      -7.7196      -2.1769      -0.3642      2.5822       0.7265    
511      -6.5852      4.4352       -1.8199      3.4608       -0.6196      0.9692       0.3852    
512      -6.1987      9.8673       -8.2730      1.1989       1.7133       3.1380       0.8307    
513      7.9630       8.9535       3.2471       -0.0178      -1.3628      -0.4219      0.4717    
514      -3.3722      -2.0411      -1.0319      1.6249       1.0006       1.2517       0.5614    
515      -0.5897      -0.2012      -7.6614      -0.4737      0.0214       3.1287       0.4897    
516      6.3217       -3.0795      -5.5260      -10.7171     -1.2480      -9.4553      0.7965    
517      0.4091       5.3171       2.7816       -0.5261      -2.0343      -0.9736      0.6753    
518      -2.9813      5.6082       7.4827       0.9878       0.4381       -1.6782      0.1727    
519      5.2331       4.1887       -7.8795      -1.3679      -1.4411      2.3465       0.5277    
520      -6.0546      6.7459       -1.6822      2.8226       -2.6282      -0.1194      0.1091    
521      7.3487       0.7570       6.8727       -0.9437      1.4177       -2.6021      0.2067    
522      -4.3525      2.8198       3.5638       1.0991       -0.8814      -1.4400      0.6758    
523      3.3455       7.7501       -3.4539      -0.0015      -3.5374      1.3048       0.3325    
524      9.1688       1.2046       -1.8735      1.3939       -4.8897      -1.2268      0.3239    
525      7.0576       -1.5043      -5.2219      -4.4460      1.3683       0.9062       0.8297    
526      2.7294       -0.3873      6.3834       -1.0091      0.4590       -2.7832      0.8764    
527      2.0120       2.6682       -0.9372      -0.5073      -3.1683      -2.3125      0.9866    
528      -6.0064      7.6944       1.3300       1.9813       -2.6415      -0.7077      0.3522    
529      5.5443       -4.2593      3.4801       -1.4158      2.1032       0.1515       0.9795    
530      -1.0457      6.7042       -2.0471      0.7942       -3.0356      -0.5748      0.4690    
531      1.2906       -0.5654      1.7629       -0.0740      -0.6782      -2.4193      0.3162    
532      4.7695       8.4228       6.5582       -1.0032      -2.5553      -2.1576      0.2466    
533      8.1617       -1.1420      -6.8724      -3.7337      0.5861       2.1278       0.4272    
534      -4.5624      1.5432       7.0179       7.4948       6.7879       -3.8318      0.9437    
535      0.4943       -4.5142      -4.6708      -1.2910      1.4929       0.9404       0.7563    
536      3.6749       -2.3594      7.5650       -0.5673      0.8852       -3.2069      0.9952    
537      5.9906       4.0084       -1.6884      -2.8156      -0.7956      -1.1024      0.9310    
538      3.0123       2.4940       6.3722       -1.1300      -0.1349      -2.8015      0.9130    
539      -4.2839      5.2543       0.7001       0.1400       0.6173       -0.3558      0.9804    
540      0.7860       -3.7731      5.3361       -1.5118      6.8210       2.7190       0.8575    
541      6.5562       -0.8610      4.6501       -3.8073      -0.5364      -1.2334      0.5963    
542      8.0469       -4.3229      -4.4823      -3.0854      1.6947       1.2633       0.1158    
543      -1.3664      -3.5813      5.9793       0.2980       1.4028       -2.5839      0.7462    
544      -0.3706      4.6434       -1.7005      -0.2444      -0.9635      0.3785       0.9275    
545      7.7543       7.9663       -0.7308      -2.2488      -2.2360      -0.0569      0.8160    
546      1.8644       3.0093       8.9054       -7.6464      -2.0500      -1.0054      0.7105    
547      0.7723       -5.2105      -5.9949      -1.7531      3.5598       -0.2586      0.2493    
548      6.9858       6.7163       -6.8518      -2.1394      -1.3688      1.4448       0.6575    
549      -6.3253      -0.9728      3.8633       3.1257       2.7576       -1.3168      0.1137    
550      6.7193       -8.2067      -1.2286      -0.1129      2.5694       0.1160       0.3137    
551      5.8642       -8.0082      -7.5976      -1.0247      1.6037       1.3784       0.9361    
552      7.5890       3.5197       0.5470       -3.1936      -1.0694      -0.8237      0.5282    
553      -3.8736      -4.0525      2.1493       1.2922       1.4889       -0.8068      0.9615    
554      -0.9158      7.2211       -3.9768      0.1335       -3.7537      1.0109       0.4963    
555      6.7549       2.0509       8.2073       -2.1591      -0.0537      -2.4899      0.7693    
556      -2.7000      5.8641       1.1664       8.0491       1.4208       -7.5948      0.6974    
557      -2.2381      4.2065       0.0502       -0.7232      -2.5427      -1.4847      0.2937    
558      1.0074       3.2045       6.0588       -0.2141      -0.3810      -3.2378      0.8954    
559      -7.9391      -3.4561      5.9184       2.9675       0.5666       -2.2951      0.7952    
560      6.7133       7.6276       -5.3001      -2.3168      -1.1510      1.0835       0.2145    
561      8.0126       0.4122       -7.5095      -3.4990      -1.2216      2.0642       0.5888    
562      7.6571       -1.1066      -4.2647      0.2356       -1.3282      -4.1743      0.8506    
563      -8.5549      3.7030       -0.5980      2.6994       0.4800       2.9428       0.7085    
564      8.6483       -1.6668      -0.7506      -1.7981      0.6361       -5.4854      0.9321    
565      3.5407       1.8101       5.2448       -1.3311      -0.3544      -1.6877      0.5415    
566      8.3985       -4.5810      -10.5134     -1.5885      6.4442       -10.5804     0.3262    
567      -1.1618      -6.0052      -3.4407      1.1699       3.1911       1.8176       0.2622    
568      -8.4183      -8.0345      -8.9142      1.2074       1.2672       2.0112       0.9020    
569      3.6326       10.1730      -2.4359      -1.1029      11.9840      -0.7926      0.3969    
570      7.7900       -3.0046      -3.3443      -3.4129      -0.5365      0.1738       0.4256    
571      -4.5547      7.8429       -6.9930      0.7649       -2.4309      2.1485       0.4186    
572      7.0360       7.2561       1.1293       -2.3351      -1.5754      -0.1165      0.2874    
573      -3.1904      3.7104       0.4780       2.2133       -0.9914      0.3428       0.7680    
574      4.7164       7.1508       -3.4762      -2.4453      -1.9125      1.0729       0.6609    
575      -0.0455      3.8478       -5.2984      -0.7323      -1.3307      2.6181       0.3892    
576      -5.0477      -5.7248      -8.4627      0.4432       1.3669       2.9632       0.9777    
577      1.1379       2.0914       -2.3556      4.2100       -1.9509      -0.8197      0.3095    
578      1.5289       -7.4321      0.8831       -1.1605      2.8947       0.1348       0.4838    
579      -2.9097      -1.3787      4.7030       0.1552       4.8087       -9.2846      0.6597    
580      -2.4941      -1.5254      -0.1472      -0.7304      -0.5284      -0.5132      0.4392    
581      -2.3031      3.7884       -0.2630      -0.8638      -2.0148      0.5140       0.7681    
582      9.0106       -2.7571      -6.6202      6.2381       7.7001       3.1006       0.4389    
583      3.9601       -1.2541      -5.6518      -0.2942      0.3249       2.6768       0.9475    
584      -7.0802      4.4848       1.4879       3.1269       -1.5923      -0.6875      0.5859    
585      -7.1547      0.2246       -0.8251      3.2438       0.6661       -0.7097      0.4836    
586      4.7911       6.6176       -7.0582      -0.7224      -1.3719      2.1415       0.5493    
587      5.4415       -4.5573      -9.7284      -7.1001      -15.9061     0.3327       0.4876    
588      -4.4629      -0.6966      -5.1038      1.1822       0.0599       1.9601       0.7056    
589      -2.9135      7.6861       1.3313       1.2324       -4.0253      -1.5624      0.1602    
590      -7.2410      -8.0335      -5.2508      1.9321       2.7549       0.9938       0.2915    
591      4.7840       -0.5031      7.3284       11.0287      -13.7904     18.6132      0.3956    
592      -5.3701      -1.0400      -1.7673      2.0640       1.7073       0.4399       0.6256    
593      -5.5014      -4.2765      6.2737       1.1799       1.0404       -2.3722      0.1813    
594      5.1798       -3.6399      10.8879      -9.9850      9.2285       17.3875      0.4718    
595      5.4877       -3.5900      -2.4416      -1.8246      1.1311       -0.1077      0.2028    
596      5.6482       -6.4266      8.0891       -0.5304      1.7047       -2.9769      0.2509    
597      6.2984       -0.6233      6.5213       -4.3814      0.8877       -1.8138      0.6895    
598      -8.3411      6.1195       -1.3518      -0.6103      5.4763       -1.5015      0.5616    
599      1.3283       0.1033       -0.9860      -1.8869      -0.7796      -0.5197      0.9107    
600      -0.6051      -6.4078      -2.3065      1.2931       0.9464       -0.3862      0.9618    
601      1.5757       1.3567       -5.8719      -0.8612      -0.3087      2.0534       0.8035    
602      8.2548       -7.0920      -0.8101      -2.6308      1.6702       -0.4687      0.8021    
603      -2.2105      3.0788       -4.9826      0.9000       -0.0664      2.0669       0.3632    
604      -6.5196      -0.6681      -3.0761      3.1820       0.9657       1.7906       0.4025    
605      -8.6478      -7.9492      2.0529       2.4172       2.1203       -0.9678      0.9932    
606      -4.0338      8.1393       5.4642       0.9991       -2.6595      -1.4449      0.8366    
607      -5.2045      -3.5451      -3.0937      1.8774       1.0119       0.8796       0.4813    
608      -4.2461      -0.7658      -7.4073      0.7556       0.6508       2.7877       0.5479    
609      -13.5286     -3.0498      7.5061       -8.7283      4.3304       8.4381       0.4866    
610      0.0900       -3.2514      -3.8142      -0.5540      0.1359       1.0952       0.5814    
611      -4.2528      1.0839       -1.7270      0.8437       -0.7957      0.6688       0.4586    
612      -1.8546      7.1504       1.0507       -0.2004      -2.7363      -0.4229      0.7802    
613      -4.9499      5.3464       6.5146       1.6880       -2.1042      -2.8191      0.9279    
614      5.5842       3.8167       -1.2583      0.1999       -0.9405      -1.2217      0.4929    
615      -2.2265      5.1168       -5.3931      0.4378       -1.7215      2.1927       0.8638    
616      -4.9260      1.9979       3.6992       1.4057       0.2872       -1.7801      0.3618    
617      4.1142       -0.5425      -3.9765      0.5689       0.1252       0.4570       0.9613    
618      2.2045       3.9918       4.5992       -1.3872      -4.1199      -1.0464      0.6421    
619      -3.1697      5.7715       -0.7225      -1.8687      -6.1372      0.7349       0.8475    
620      3.0924       -6.6030      6.9474       -2.4680      3.8701       -3.8346      0.9380    
621      -0.3923      -1.0494      -7.7869      -0.5259      0.6900       3.4913       0.1600    
622      6.8636       -1.9423      -5.0855      -2.8319      2.6219       1.0467       0.2537    
623      7.0879       -1.5081      -8.4068      -1.4716      0.6910       3.2313       0.8001    
624      -0.5177      -7.5953      -8.6240      0.6205       4.4508       1.4212       0.1535    
625      7.1952       0.5167       -5.0238      -3.4372      -1.6239      0.6184       0.5742    
626      -2.3942      3.2795       3.3282       -2.9811      -0.5495      -1.7660      0.7217    
627      -10.2723     4.7318       -6.6442      -8.0423      1.2662       -0.9672      0.7571    
628      -1.0646      -4.2440      -0.0992      -0.3021      1.4595       -0.9219      0.3184    
629      -4.3171      3.4207       -8.3923      -1.0852      0.0800       0.8553       0.9186    
630      -7.4052      -7.0039      7.3594       2.1943       0.5757       -1.4533      0.2585    
631      0.3794       7.6492       3.2702       -0.0103      -3.7463      -0.1832      0.5993    
632      1.3513       -6.0781      -0.6405      -1.0051      2.3326       0.2286       0.7059    
633      5.8773       -3.8078      -7.6454      -0.6241      2.9821       2.6656       0.4719    
634      -7.1145      3.4065       6.3011       2.3032       -1.2511      -2.5862      0.2888    
635      -5.0616      6.7311       4.0970       1.4319       -2.3875      -1.3804      0.4450    
636      -6.1020      0.3504       -4.9967      2.5568       0.0020       2.0419       0.1190    
637      -0.0042      -9.8764      17.1394      1.7135       -2.8755      10.9509      0.5105    
638      4.4176       -2.5265      5.6839       0.0096       1.1346       -2.4034      0.9459    
639      -5.0297      0.5617       -0.9174      1.7063       -0.5956      -0.8240      0.9802    
640      -0.7590      2.2560       -6.2831      -0.1875      -0.8659      3.2794       0.8077    
641      -5.4066      6.3238       -1.4906      1.9859       -2.0010      -0.6044      0.5472    
642      7.5035       -8.5005      -1.2250      1.0715       2.4626       -0.1185      0.3817    
643      -6.4315      -7.4641      1.5491       1.9778       2.1186       -1.4022      0.3242    
644      -1.0547      2.2849       -4.6582      0.5658       5.4191       1.2646       0.7724    
645      -4.2744      -8.6200      0.6650       2.6931       -0.1045      1.6522       0.5981    
646      -1.8899      -7.3150      1.9163       0.4806       2.8125       -0.5206      0.4482    
647      3.2407       -2.0263      -4.6277      -0.4246      0.9633       1.2879       0.6779    
648      -5.7334      2.1452       -1.3564      2.1342       -0.7869      0.0094       0.6390    
649      -3.2394      -0.0663      5.5877       0.5998       0.0288       -2.1923      0.4484    
650      -3.0891      3.9019       6.3504       -0.7852      -1.1884      -3.5114      0.1600    
651      4.5226       -1.6801      -8.1323      -0.4434      0.4761       3.2699       0.6502    
652      -4.1007      7.9658       -2.4999      -0.8983      -3.7433      -0.6759      0.4372    
653      6.4454       -7.9649      4.4483       -1.3945      2.9964       -0.2195      0.8396    
654      7.2623       1.5712       4.3571       -3.4832      -0.8095      -1.1340      0.1991    
655      4.9881       8.4661       -5.8989      -1.4211      -2.7454      1.6170       0.9116    
656      -6.4528      -3.0261      -4.0143      2.3630       0.7088       1.7123       0.7695    
657      -1.7167      2.9630       -4.0543      0.0062       -0.3815      0.6693       0.2503    
658      -4.7467      -1.9794      2.1502       1.4592       0.5934       -0.9204      0.7679    
659      -1.4968      -6.5536      -8.6129      0.7040       1.6488       2.4851       0.8701    
660      3.3173       -4.3505      0.1013       -1.4667      1.5194       -0.4303      0.8029    
661      4.1942       -1.7869      3.1685       -2.4203      -0.0991      -0.3908      0.2915    
