================================================================================
N-BODY SIMULATION RESULTS
Simulation Type: Threaded
Date: 2025-12-27 01:08:28
================================================================================

PERFORMANCE METRICS
--------------------------------------------------------------------------------
Number of bodies: 1000
Number of steps: 100
Total execution time: 194.0335 seconds
Average time per step: 1.9403 seconds
Min time per step: 1.5432 seconds
Max time per step: 2.2714 seconds
Throughput: 515.37 body-steps/second

================================================================================

BODY INFORMATION
--------------------------------------------------------------------------------
Index    X            Y            Z            VX           VY           VZ           Mass      
329      -3.7576      7.3139       -2.0862      0.7573       -2.7671      0.1315       0.4107    
330      0.3985       6.2374       0.0137       0.5572       -2.7142      0.4001       0.3473    
331      -1.6733      -1.2995      -1.4055      0.7912       0.4868       0.7972       0.3784    
332      5.8664       8.0102       6.0697       -1.2036      -2.2070      -0.8201      0.3318    
333      -1.5479      8.2205       2.9317       12.4288      9.9041       -1.3226      0.4321    
334      -6.7878      -1.5700      4.6614       1.7581       0.3224       -0.7613      0.9476    
335      100.3646     151.2152     -347.0229    108.9115     165.9090     -386.9213    0.9220    
336      1.6635       6.4549       3.8093       -1.2390      -2.2161      -1.2846      0.5806    
337      -6.3125      -8.3519      -1.6132      1.8384       2.8951       -0.1314      0.1394    
338      -6.6800      1.3836       -2.7826      0.7008       0.6752       0.5824       0.7232    
339      -1.3314      2.8570       -4.1708      0.3584       -1.6157      1.0703       0.8185    
340      5.6238       6.7860       7.3733       -1.6497      -0.8925      -2.0117      0.4341    
341      1.2524       3.5018       2.8383       -1.7002      -1.1514      -1.9262      0.2283    
342      6.1932       -2.3384      -5.9122      -2.8024      1.3721       2.9831       0.4065    
343      -7.5357      -1.3764      -3.7072      2.0299       1.0459       0.2156       0.2961    
344      8.2591       -0.6933      3.1425       -3.0134      0.5007       -1.2641      0.5549    
345      -2.8250      24.7462      -47.2834     -20.6243     46.7411      -66.5118     0.1210    
346      5.0195       -0.6717      -3.3414      -0.0290      0.2491       1.7213       0.3826    
347      6.7267       1.0044       2.2330       -1.9879      -1.1700      -5.8704      0.4505    
348      -2.0150      -2.7847      0.7811       0.5299       0.6787       -0.1479      0.7857    
349      5.7106       -0.7818      -3.5853      -1.9002      1.0454       1.1036       0.4082    
350      -3.8899      7.8858       1.0724       1.4487       -2.9369      -0.0425      0.4996    
351      2.3915       0.1486       -1.6572      -0.3822      0.7053       0.6447       0.6124    
352      1.9282       -5.3787      -2.0266      -0.7421      1.5662       0.2867       0.3050    
353      8.0634       7.4485       3.7589       -2.5163      -1.5919      -1.3089      0.8115    
354      -6.4701      5.2007       -3.8216      1.9888       -1.5113      1.4705       0.5164    
355      8.3264       -0.3786      6.4805       -2.6593      -0.0848      -1.5466      0.2829    
356      4.6092       -1.6080      -0.0622      -1.4953      1.4821       -0.7438      0.9827    
357      -1.1651      5.3061       4.3818       1.3848       -3.0474      -2.1177      0.1983    
358      6.4322       -1.4231      6.1812       -1.4285      -0.3422      -1.6102      0.5035    
359      2.7470       -0.1534      6.6145       10.4658      -8.2951      -5.1967      0.7504    
360      3.2649       -5.8303      -3.6697      -1.0767      3.0186       0.6464       0.2896    
361      -7.8166      -2.7753      16.2417      -30.1384     12.2932      11.8658      0.1129    
362      4.1534       5.9065       4.1348       -1.1795      -1.6415      -1.4429      0.6927    
363      4.3850       5.6610       1.5306       -1.9295      -2.6894      -1.5415      0.4668    
364      -1.5982      -7.2800      -2.7757      0.6188       2.8151       0.4778       0.1651    
365      8.2962       -0.1259      -4.0289      -2.5360      -0.9025      0.4483       0.7364    
366      -83.6116     46.7193      39.2811      -93.0343     68.9491      51.5821      0.8231    
367      7.4031       -1.7667      7.3888       -2.3953      0.3452       -1.2989      0.6764    
368      7.9430       1.4747       -2.4562      -3.3963      -1.1326      0.7229       0.5528    
369      -0.6954      1.3713       1.7447       0.7332       -0.7420      -1.5307      0.7426    
370      3.5917       5.0642       0.6559       -5.1388      -0.1095      0.8306       0.3443    
371      -0.5047      -4.3093      -6.5054      0.3966       -1.6776      5.0504       0.3858    
372      -8.8852      0.2213       -7.9464      2.3465       -0.0365      2.3657       0.8554    
373      -8.4148      -4.9443      4.4800       3.1748       0.2490       -0.6329      0.3434    
374      6.2300       -2.9790      5.3782       -1.2613      1.8728       -0.8442      0.4396    
375      8.2243       -7.4623      3.5647       -1.9237      1.4991       -0.4673      0.7335    
376      -8.4852      -5.9360      4.2342       2.9100       1.4427       -0.0578      0.9557    
377      4.3320       -3.7709      -6.7449      0.6975       0.7343       2.4220       0.4240    
378      5.7864       8.2865       5.4493       -5.5319      11.7612      9.2433       0.4328    
379      -7.4886      4.5923       -1.8069      2.9175       -1.6549      -0.2444      0.6916    
380      -0.5368      6.3816       -5.0918      0.0179       -2.5048      1.2329       0.2229    
381      2.7479       3.7719       -2.7784      -0.6110      -1.9993      1.8791       0.2793    
382      5.2504       -4.3649      -1.8654      -10.6826     -3.8450      0.4403       0.3408    
383      5.9855       -8.4638      -2.3817      -1.4502      2.6738       0.1263       0.4723    
384      -0.0525      -1.3441      0.7927       0.2340       1.3440       0.3984       0.9671    
385      0.0562       2.9610       -3.2377      -0.9849      -1.1732      1.2277       0.9784    
386      -6.8060      -8.4682      4.8352       1.3908       2.4787       -1.0767      0.1158    
387      -3.4830      4.5279       0.0561       1.3856       -1.8376      -0.4927      0.3698    
388      2.9943       7.6007       6.7361       1.7636       -5.1482      0.3334       0.8023    
389      0.4564       2.8306       -5.4110      2.1308       9.7777       -1.8162      0.5357    
390      4.7060       -0.5472      -7.2665      -0.5824      -0.2704      3.1626       0.9922    
391      0.3691       8.0846       -7.6107      -1.2150      -2.3824      1.7610       0.2267    
392      2.2098       4.9721       0.9691       -0.2222      -1.1579      -1.1081      0.4493    
393      3.2261       -4.1830      -2.6737      -0.5218      1.3704       0.8959       0.9011    
394      4.0162       -7.6733      -5.3488      2.9027       1.1654       5.9551       0.2208    
395      7.5997       0.2224       -4.2255      -3.0565      -0.9494      2.0188       0.3472    
396      5.2398       -0.7183      0.1246       -1.7952      0.2761       -1.4849      0.5010    
397      -5.1547      -7.6914      6.0453       1.2416       2.6692       -1.7483      0.3178    
398      8.1315       -5.6688      8.0400       -2.2096      0.9064       -2.1747      0.6126    
399      -4.0045      -1.1268      1.8520       1.7501       0.2628       -0.1275      0.2711    
400      4.2950       5.6019       8.7203       -2.4257      -3.5292      -1.3178      0.7816    
401      -6.0211      -0.6140      3.9428       1.6683       -0.3533      -0.8457      0.2464    
402      1.3180       4.1237       0.3359       -0.2742      -2.4364      0.6359       0.9336    
403      -5.2669      2.6373       -4.5773      -0.8538      -0.1061      1.0947       0.1859    
404      -1.0955      -8.0119      -0.3281      0.7097       2.9105       0.1376       0.4581    
405      7.7774       8.9081       -8.5021      -1.3153      -1.9289      1.2316       0.7788    
406      7.3574       7.7785       1.5225       -2.0470      -2.5867      0.0132       0.6077    
407      -2.9588      2.8606       -4.4415      -0.3049      -1.3958      3.6631       0.5554    
408      -0.8035      -7.9598      -11.4487     6.4235       2.1326       -1.9931      0.9554    
409      1.2674       -0.6364      1.2636       -0.7479      1.2556       -0.6137      0.4177    
410      5.9840       8.5963       7.7354       -3.6207      -0.5691      0.3459       0.5478    
411      -5.3130      2.1651       -5.0735      1.0323       1.1192       2.8982       0.1640    
412      -7.5672      7.8049       0.3999       2.1459       -2.1118      0.5486       0.3990    
413      3.3427       4.7752       2.1738       -0.9831      -1.3964      -1.9673      0.3542    
414      -1.1473      -7.8788      -6.5111      -1.1884      3.4525       2.8264       0.5703    
415      -8.2351      8.3499       -4.9346      1.3119       -2.2039      1.3043       0.1013    
416      4.1354       8.1014       -4.9639      -0.9689      -2.5598      1.0565       0.4804    
417      -8.7638      15.6778      2.0640       -6.0160      24.5145      -3.1756      0.9117    
418      5.6387       8.3751       4.7554       -0.9746      -2.7254      -0.7287      0.1706    
419      0.5651       3.6576       -5.6385      -0.7415      -1.2012      1.9995       0.1382    
420      -6.9238      2.8153       -4.8256      -5.0035      1.5133       -1.7448      0.5625    
421      0.4726       -1.9644      7.1741       0.8014       1.1775       -2.6481      0.5155    
422      7.3675       3.4514       3.8577       -2.1936      -0.8879      -1.5250      0.2757    
423      -2.6523      -2.9607      8.1714       0.8318       0.6404       -2.9195      0.6059    
424      7.3462       -0.1188      -2.1863      -3.2339      -0.2150      0.2488       0.4459    
425      -8.6664      6.1455       -8.9694      1.6416       -1.4535      1.6473       0.3115    
426      2.4207       5.3601       1.0132       -2.7722      -1.6829      -0.1855      0.7466    
427      6.5803       -5.7796      5.9230       -0.6433      1.7448       -1.7108      0.8788    
428      -5.9656      -3.6832      -3.6444      1.6039       -0.0410      1.3202       0.3254    
429      1.9277       1.1731       5.9136       -1.2939      -0.4498      -1.3719      0.1467    
430      0.7956       -3.5841      -3.0960      -0.3632      1.3428       1.7101       0.7594    
431      -1.7073      -7.6143      5.1836       1.2157       2.5096       -1.7527      0.3992    
432      -7.8066      -2.2058      7.7688       2.1356       0.5959       -2.3389      0.2791    
433      -1.7093      4.3194       -6.7155      -0.1534      -1.3014      2.5087       0.9823    
434      -7.5956      0.0760       -5.7891      1.9781       -0.5632      1.2699       0.7641    
435      6.0919       2.4099       -3.8670      4.3027       10.0791      -2.1678      0.5347    
436      -4.1693      -3.9555      2.9909       0.5622       0.3717       -0.0869      0.1680    
437      7.6497       -3.3619      -7.0721      -2.8056      1.3265       2.2684       0.3407    
438      -8.5390      8.2747       -4.5818      2.3253       -2.0881      0.7923       0.3816    
439      -3.8487      1.6241       6.3573       1.2838       -0.5225      -3.4263      0.9503    
440      4.2226       6.6095       -5.1853      -1.0699      -2.1726      1.5391       0.4673    
441      -7.9656      1.8620       -4.2315      3.6474       0.4918       1.6748       0.8558    
442      -5.6886      2.9450       8.2485       1.1905       -0.9009      -2.6220      0.1834    
443      12.6360      -8.9970      3.3222       8.4236       -20.9406     5.7222       0.1081    
444      0.9209       1.7867       2.4567       -1.8126      -1.3282      -0.0319      0.2793    
445      6.7106       4.2991       -8.3226      -1.8216      -0.6269      3.0467       0.3228    
446      -7.2057      -0.8521      4.2130       3.1453       -0.1799      -0.7665      0.9563    
447      5.8117       6.1192       5.7471       -3.5151      4.3253       -3.4659      0.6551    
448      3.9839       4.9403       0.8591       -1.5785      1.3052       1.5025       0.6260    
449      0.7587       -3.7722      -2.4047      -0.1434      1.7835       0.3235       0.5089    
450      63.9230      -49.6136     41.4829      75.5655      -54.8827     46.0258      0.9427    
451      -7.2965      5.6764       -3.5528      2.9531       -1.5970      1.3335       0.5524    
452      -7.8989      0.1174       7.4810       2.0922       0.6375       -2.1214      0.6897    
453      -5.1074      -6.1002      -6.2383      -1.4172      1.5862       0.6919       0.8935    
454      -8.7124      -25.8716     -22.6467     -37.7936     -74.5835     -39.2825     0.5635    
455      0.6327       -2.4779      -2.5461      -0.2227      0.6547       0.8752       0.9224    
456      7.4925       -2.7011      -2.6235      -3.2286      1.4619       0.4813       0.1923    
457      -0.9398      1.4354       -0.1421      2.5395       0.3338       -0.8794      0.8541    
458      6.0732       4.0418       -0.7833      -2.2846      -1.7829      0.8327       0.2613    
459      -42.5821     34.6779      -29.8747     -74.9202     64.6536      -36.1877     0.7592    
460      0.5032       -3.6476      -7.7559      0.4848       5.1805       1.4200       0.3174    
461      -2.6958      -6.8502      -5.0651      0.4159       2.1651       1.0799       0.1520    
462      -1.9225      -4.6170      -4.9764      0.3898       1.4211       1.3475       0.4742    
463      -0.9872      0.4499       3.0818       0.8342       -0.7146      -1.7448      0.4708    
464      8.3612       5.6058       2.9539       -0.4712      3.1843       3.0533       0.4035    
465      -5.3938      2.4880       -4.7608      0.0839       -1.2503      3.5475       0.5570    
466      0.2128       -8.4660      4.9566       8.1546       -0.1649      -3.8553      0.6656    
467      3.6593       -4.4846      -8.2696      -0.2670      0.9774       2.9820       0.8392    
468      5.7577       -0.5794      -3.1053      -2.3370      -0.6545      0.5196       0.8695    
469      6.6574       -0.8516      -6.7928      -2.0499      -0.5342      3.3792       0.2831    
470      -7.2949      6.5769       -2.3673      2.7757       -2.1710      -0.2459      0.6835    
471      -4.2104      0.9501       2.4750       9.3487       7.5011       -8.5827      0.3890    
472      -5.4972      -2.5440      -2.3873      -0.4993      1.5447       0.2155       0.7505    
473      2.7334       3.7078       -8.3199      -0.7469      -0.9740      3.0875       0.1048    
474      5.3896       4.8300       1.0663       -1.5482      -1.7105      0.2237       0.8038    
475      4.0034       4.5360       0.8771       -1.0280      -3.5966      -0.5358      0.7680    
476      -5.8415      -5.4327      6.4495       1.4959       1.3311       -2.8690      0.6374    
477      2.7676       6.4287       1.1376       -0.5018      -2.4901      -0.9466      0.7448    
478      -4.3093      -5.1694      -3.3204      0.5701       1.7443       0.8468       0.9171    
479      -0.0491      -6.7550      -7.3274      -0.4278      -0.5563      2.1096       0.6936    
480      9.0597       -7.0993      1.0867       4.9806       -3.5956      -4.6547      0.3921    
481      -4.1408      -5.1349      3.1847       1.1394       1.2466       -0.9669      0.6958    
482      5.5647       5.0367       4.5497       -1.4519      -0.9663      -1.4097      0.4315    
483      -2.7100      -10.6067     -1.7007      -1.3893      -0.3242      3.8689       0.6016    
484      -7.5627      2.9675       -3.2449      3.3721       -0.8526      0.7267       0.9109    
485      8.6826       5.9799       6.1266       -2.4727      -1.1224      -1.4858      0.1854    
486      8.6477       -3.0658      4.6768       -2.7703      0.7606       -0.6964      0.3173    
487      -8.0965      -1.3324      -6.3477      2.3565       1.0308       2.1173       0.6096    
488      -3.0530      2.7442       -4.2896      1.3293       -1.5185      0.9032       0.7861    
489      -7.9443      6.2168       2.2010       2.5813       -1.0626      -0.5110      0.6282    
490      1.3920       8.2983       4.6570       -0.4437      -3.1640      -0.9640      0.3060    
491      1.9298       7.4839       7.2521       0.0939       -2.2306      -2.6929      0.9961    
492      8.3172       2.8326       5.5870       -2.6836      -0.2265      -0.7296      0.5093    
493      -120.3274    -185.3106    437.4405     -139.0538    -212.2049    494.4854     0.7218    
494      3.4511       2.4215       -3.6626      -0.9214      -1.1390      1.7458       0.2614    
495      3.2346       -0.6158      2.6179       -1.8703      0.7124       -1.4619      0.8012    
496      1.7412       3.5964       5.8017       -1.0149      -0.8632      -1.9738      0.5396    
497      -1.7516      -5.9948      1.5445       0.5335       1.7340       0.2737       0.6336    
498      -0.2677      -3.1068      -9.4811      3.3626       7.6903       0.9912       0.8929    
499      6.6338       2.7409       -5.0182      -2.1238      -0.9838      1.6970       0.7637    
500      -4.0303      5.6783       8.5704       0.6007       -0.8482      -2.8619      0.9760    
501      -0.7781      5.8662       -7.4449      -0.1140      -2.0796      2.5451       0.8353    
502      6.5832       7.8654       -7.5580      -0.9256      -1.6996      1.5609       0.3064    
503      -0.5260      -3.9781      -6.8214      -0.2106      2.4899       0.5734       0.7834    
504      7.7498       -0.9502      -3.7774      -3.3411      0.5511       1.3869       0.3093    
505      -6.3460      -3.9358      -3.3413      2.4161       1.0025       -0.6554      0.8281    
506      -6.2464      -2.9325      5.9402       1.7556       0.4813       -2.7924      0.3722    
507      -1.1797      1.6318       -6.8783      -6.4359      -10.2857     0.7021       0.6616    
508      -4.5556      0.0795       -6.6513      -1.0435      2.5116       3.7560       0.1513    
509      -1.4599      -0.8803      3.5872       0.2277       -0.1945      -2.0459      0.8760    
510      -4.6664      1.0207       6.6778       -2.0128      0.0359       -0.6523      0.2756    
511      0.2225       3.9225       0.0344       1.0206       -1.9735      0.5050       0.8738    
512      -1.5019      -2.8809      -0.5870      0.6635       1.2364       0.8212       0.9563    
513      -5.6691      1.2558       1.1515       1.6741       -0.2491      -0.8505      0.5974    
514      -1.5532      6.4573       -3.3746      2.5122       12.0778      10.1720      0.2968    
515      -5.5776      5.6776       -3.6515      1.4281       -1.8734      1.2907       0.2287    
516      -2.3512      4.6308       -2.4176      0.3018       -2.6754      0.7483       0.8163    
517      -7.2865      4.1538       -6.6710      -0.3339      0.2676       -0.5721      0.3369    
518      -8.9135      7.0832       5.3110       2.0771       -0.8123      -0.9308      0.5125    
519      -3.0353      -6.8076      0.3088       -0.4810      2.7946       0.5122       0.2868    
520      -4.5893      6.9675       -0.6896      1.3220       -2.5112      -0.0169      0.5385    
521      -1.0736      1.6652       8.3942       0.5904       -0.5004      -3.3753      0.2536    
522      -7.8672      -5.1083      -2.9284      3.1480       1.6615       0.4459       0.5589    
523      -0.5181      -8.0786      -7.3033      0.1358       3.1614       3.8236       0.2446    
524      -7.7565      -1.0866      -4.5417      3.5993       -0.1513      1.5996       0.6475    
525      -3.9795      -5.3485      -2.2681      0.6728       2.4781       0.2222       0.2129    
526      5.1882       -4.1688      3.2858       -0.8148      1.9664       -0.6409      0.1595    
527      -8.1842      5.7929       0.4162       2.9739       -1.3903      -0.0319      0.1271    
528      11.5090      -1.1189      8.5009       3.1389       -6.9705      -0.5142      0.3858    
529      8.4496       10.8595      8.4251       2.8680       3.4505       1.3409       0.9670    
530      -8.8163      4.6199       3.3590       0.6352       2.6233       -2.7826      0.4060    
531      -9.0592      -1.3325      -5.7568      -0.8704      0.2276       -2.6153      0.2672    
532      -2.8034      7.0091       -8.1895      -1.5425      -3.5729      0.0158       0.2354    
533      7.6115       -0.6286      -0.2379      -3.5795      0.8820       -0.5250      0.7761    
534      4.1104       1.7691       6.7124       -1.7994      -1.0456      -0.7458      0.1062    
535      -5.0869      2.7974       -1.8982      1.3939       -2.1161      0.1849       0.9183    
536      -2.7242      2.8986       -4.4677      2.3328       0.1539       0.3858       0.4870    
537      5.8153       -7.1436      5.2323       -1.8985      1.2647       0.8856       0.3699    
538      1.8260       -1.1149      -5.4958      -0.1328      0.4185       2.4080       0.4096    
539      4.1498       2.7984       7.4548       -1.1314      -0.7746      -2.4180      0.9085    
540      -4.8340      -4.0733      -5.2797      -19.5462     -6.6293      25.1536      0.6192    
541      -0.9797      -6.9019      8.3057       -2.5045      0.2413       -1.8739      0.7650    
542      -10.7051     3.3214       -2.5104      -1.9849      0.5694       -5.6221      0.3667    
543      7.8781       6.0469       8.6429       -1.7586      -0.7889      -2.0814      0.4128    
544      -7.8733      -8.1311      3.6985       2.3087       1.7186       -0.4227      0.3276    
545      1.6537       -1.5393      5.5891       -0.2866      2.3202       -1.3514      0.4263    
546      5.8057       -2.6876      -5.8395      -0.6812      1.7897       0.2718       0.8568    
547      -4.6382      -2.2660      4.9901       1.9606       0.3048       -2.4090      0.3730    
548      7.8413       -10.9619     8.5627       -1.3198      -3.1925      -0.7625      0.5280    
549      -1.6631      -5.8884      2.6753       0.2537       1.8331       -1.0304      0.1616    
550      -1.5783      -6.3166      1.8403       -0.0201      2.9015       -0.8663      0.4192    
551      0.9925       -1.9441      5.7683       -0.0937      0.1094       -1.8142      0.3298    
552      -6.1602      -2.4949      -1.9351      3.7373       0.8297       -0.3981      0.4557    
553      -5.1609      -7.2174      5.4660       6.8117       -7.9286      -1.3223      0.8914    
554      0.9960       -4.3568      -0.0307      -0.3630      2.0165       -0.0711      0.8976    
555      7.8856       5.8488       1.8308       -0.8759      -5.6994      -2.2300      0.5782    
556      2.7939       -1.1714      3.9204       -1.6585      0.4667       -1.4113      0.5863    
557      5.8736       -0.9204      -2.4041      -2.1834      1.0116       -0.1580      0.5356    
558      0.4534       -3.2182      1.3857       0.4447       1.3248       0.0517       0.1057    
559      8.3911       8.2405       -2.1569      -2.5031      -2.1805      -0.2430      0.8249    
560      7.5621       -1.7780      5.0735       -2.7651      0.3376       -1.0982      0.6432    
561      2.8377       3.2158       -6.4330      -0.7168      -0.9663      2.2964       0.3004    
562      -3.3536      1.0541       -1.5169      1.0886       0.3259       0.2995       0.7816    
563      6.8740       -7.3615      -2.1734      -2.1112      2.0875       -0.2219      0.6422    
564      -5.8804      -5.3750      -8.0788      1.7262       0.0077       3.1131       0.3083    
565      6.3914       7.3498       -1.5432      -1.8574      -2.3637      0.1397       0.4536    
566      -8.5047      1.3196       -8.7142      1.8192       -0.6707      2.2763       0.6295    
567      -2.1246      7.4412       1.1677       -0.0517      -4.0374      0.8536       0.9138    
568      -2.0956      1.0956       -7.2970      0.7419       0.0574       3.3423       0.3019    
569      -4.9555      5.8843       7.3913       1.1359       -0.9010      -2.5278      0.8836    
570      -7.5118      -5.3942      4.9042       1.2170       0.3755       -0.0882      0.4010    
571      -19.4364     -18.4229     89.1570      -27.5316     -30.5573     152.0013     0.2385    
572      -6.3777      -4.0808      -3.5519      2.7498       2.2800       -2.1531      0.1312    
573      -40.4312     57.0526      22.3651      -65.2012     90.0576      47.5094      0.9061    
574      -3.8164      -4.4555      -1.7123      0.4428       2.2170       -0.0824      0.7058    
575      6.5366       -1.6718      -5.1464      -0.5167      1.0849       3.5320       0.3436    
576      -7.6154      8.9893       -6.2707      1.4186       -1.8279      1.1700       0.6935    
577      1.3272       6.1617       -3.6108      -0.4345      -2.3855      1.2568       0.4847    
578      -2.6427      1.3441       5.8190       1.5533       0.2108       -2.3057      0.8409    
579      0.9137       4.8363       -8.0167      -0.5030      -1.4508      3.2771       0.9928    
580      3.7157       -7.1940      6.5861       17.7881      -2.6527      2.3526       0.2134    
581      8.3220       2.9814       5.9829       -2.5460      -1.0595      -2.2207      0.6428    
582      3.0775       1.4539       -1.3431      -1.0526      -0.2461      0.2164       0.7231    
583      -4.4943      1.9410       4.1874       1.8115       -1.0665      -1.4528      0.6454    
584      6.4309       -7.5549      4.3835       -1.3352      2.9349       -0.5827      0.3988    
585      -0.2620      -8.0273      -8.0461      0.7600       2.5152       0.0291       0.4838    
586      0.8390       -5.4913      -3.4912      -0.3244      1.9993       1.3125       0.9013    
587      0.9943       1.3052       0.0705       -1.0739      0.1514       0.1070       0.4069    
588      6.6053       -1.5628      -5.6589      -3.2204      0.7640       3.3422       0.7280    
589      7.7371       4.7458       2.3540       -1.1384      -1.2986      -2.2003      0.1010    
590      -4.5429      -4.8367      3.7770       -0.2370      2.3783       1.2123       0.7559    
591      -14.5260     8.9424       7.1866       -18.6214     9.2618       10.1203      0.8484    
592      60.7296      -43.1859     -21.5393     64.5679      -56.9577     -16.5812     0.2064    
593      -8.1848      3.4464       -2.7750      3.8949       -1.5925      0.1359       0.8660    
594      6.8680       1.0966       0.0675       -5.0353      -0.4477      -0.4705      0.6464    
595      -30.8196     87.1477      75.5012      -45.9530     148.9029     134.8154     0.9886    
596      -1.0113      0.4526       6.3596       -0.2587      -0.4843      -2.3281      0.3942    
597      -3.1142      -1.6997      3.1145       1.5397       0.6784       -0.6162      0.6692    
598      -6.4932      1.3108       3.3511       1.9884       -0.6191      -1.1414      0.5500    
599      5.0124       1.5569       -5.6398      0.5151       -1.3544      1.4214       0.6554    
600      8.0277       -7.6846      -4.7531      1.2090       -2.1311      4.2483       0.6270    
601      0.4868       -7.5901      -8.8060      -0.3094      1.3144       0.4779       0.3104    
602      2.2616       5.6610       -7.9632      -0.9741      -1.5324      2.5074       0.3770    
603      2.0062       7.0067       5.5336       -0.5737      -1.9984      -1.3178      0.6769    
604      -0.5842      -5.2883      3.8010       0.1730       1.9135       -0.5350      0.1188    
605      -3.4815      -7.5911      4.5391       0.4622       2.7430       -1.5282      0.4563    
606      4.7834       -0.8082      -1.9038      -0.7264      0.2950       -0.1787      0.6261    
607      9.8857       -6.8220      -0.9201      0.4683       -7.1946      13.5240      0.6923    
608      7.9705       -0.8714      -2.5896      -4.0421      0.1927       0.5075       0.4733    
609      -0.0654      3.2138       -3.3129      7.2065       1.3416       -11.0140     0.9465    
610      2.3471       7.7798       -6.3079      -1.4508      -2.8004      0.6103       0.4613    
611      -3.0588      -6.2767      -1.9950      0.4287       2.4098       0.4350       0.1527    
612      1.1154       1.5214       6.4143       0.0446       -0.4582      -2.2157      0.5863    
613      -7.5506      1.0878       7.2057       1.7242       -0.3962      -1.7702      0.2363    
614      -4.2602      -5.2987      -6.8726      -3.7648      -9.6571      3.3202       0.8456    
615      -7.0383      -0.1878      2.2667       2.7275       0.4991       -0.6730      0.9468    
616      -6.9852      7.1038       8.2720       1.1203       -0.8367      -2.2109      0.4649    
617      -1.4469      3.0059       7.3637       -7.7544      5.2716       -1.8856      0.9555    
618      -8.6678      8.9320       -7.7937      1.7308       -1.3890      1.0300       0.4959    
619      2.8046       -2.1397      -7.4849      -0.1269      0.4179       2.8942       0.2947    
620      -2.8164      -7.3078      5.7678       -6.9151      5.6575       0.1538       0.8198    
621      1.0699       5.4632       2.0661       -0.0831      -2.2029      -1.0751      0.9622    
622      0.0658       2.1965       -4.8446      -1.3227      1.4192       0.5378       0.1536    
623      0.9801       0.8352       -0.8134      -1.9765      -7.4880      -1.7357      0.4977    
624      -5.6973      -5.5484      -5.8616      2.2311       1.6871       0.0841       0.5605    
625      -0.1921      -1.9623      6.1978       0.3262       0.7556       -1.4161      0.1640    
626      0.7508       1.1296       6.7398       -0.7027      -1.6840      -1.3609      0.1882    
627      17.4874      -22.6347     16.2219      29.8045      -17.9430     17.1119      0.8579    
628      -4.0044      -7.2826      -6.1292      0.1321       2.5375       1.0196       0.3213    
629      0.9239       7.8141       0.9158       23.0295      -3.8482      -13.0700     0.5993    
630      -7.0221      -8.3843      2.7696       3.8994       3.2531       -2.0340      0.4739    
631      -8.2257      -2.6618      -5.7709      2.7320       1.2514       1.4170       0.7558    
632      -3.3782      -1.8998      -4.5407      0.6830       0.5163       1.4336       0.7098    
633      2.2167       -3.5526      8.9724       2.3301       -5.2374      0.3525       0.8042    
634      8.4827       -4.8935      6.8391       -2.9112      0.6984       -1.2481      0.4687    
635      8.1737       -5.7070      5.6408       -2.7344      1.3869       -0.6825      0.6205    
636      6.2463       4.9847       6.0801       1.3011       -8.3215      0.3990       0.4742    
637      0.4510       -1.3309      0.6785       -1.4303      1.4102       0.6453       0.4564    
638      -6.4850      -6.1325      7.8471       1.6613       1.3316       -2.4159      0.2875    
639      -1.8906      2.6152       -0.4455      2.2059       -1.6597      -0.0840      0.6180    
640      -5.8537      -0.4590      0.7967       1.8788       0.3326       -0.6267      0.1227    
641      -2.4410      4.7720       0.8972       1.0431       -1.6690      -0.9837      0.8166    
642      3.9559       1.9047       -0.3736      -1.4107      -0.5730      -0.2248      0.6394    
643      0.1909       -4.1991      -8.3150      -0.1547      0.1272       3.1182       0.1216    
644      2.7070       8.0083       -6.6067      3.0246       -0.2898      -0.2983      0.5955    
645      -1.3287      0.3602       6.4282       1.3309       0.0160       -3.2197      0.6194    
646      7.1013       1.6771       8.2310       -1.6239      -0.6187      1.3738       0.6149    
647      -5.8707      -4.5815      -5.5942      1.2758       -0.2994      0.4267       0.6292    
648      7.3931       22.8578      -6.8638      11.8907      28.0512      2.1939       0.2926    
649      -4.0010      -1.8848      4.9884       0.7351       0.1633       -2.6184      0.8188    
650      8.2326       -8.4718      -6.2425      -1.7331      2.4087       0.3983       0.6967    
651      3.4786       7.6841       8.5346       -0.2584      -1.9230      -3.0007      0.1443    
652      -4.8688      6.7871       -4.0501      1.0777       -2.3433      1.6010       0.5501    
653      3.0454       -4.5534      4.5257       -0.9224      1.4184       -1.1134      0.2887    
654      6.6929       4.9479       7.2220       -4.8450      2.9643       -2.8890      0.7225    
655      7.3234       -1.7284      -6.4537      -4.2236      1.3032       1.4720       0.2861    
656      0.0943       -3.0480      -1.3398      -0.0387      1.4007       0.2845       0.4648    
657      -6.0125      -4.7390      3.8304       -2.8067      2.5709       -3.5447      0.9073    
658      12.1275      -6.4125      8.3545       7.4732       0.1966       -1.2896      0.5376    
659      -5.8888      -4.1661      -2.7401      3.3372       1.0997       0.7059       0.8728    
660      6.1881       4.5417       -6.2921      -1.9271      -1.7068      1.6924       0.3985    
661      -0.1684      2.4185       0.1948       -0.3825      -1.1134      -0.0687      0.8753    
662      -10.2637     11.0807      -4.2342      -11.7220     9.2500       -3.0633      0.9512    
663      -3.3594      6.2110       -6.7028      0.7112       -1.9896      1.2661       0.3271    
